Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
1-Nov-09,3.82,9.46,7.6,3.17,4.98,6.49,5.04,8.22,4.51,5.75
1-Dec-09,2.67,5.07,2.8,-0.55,5.89,6.25,1.97,2.45,5.86,1.23
1-Jan-10,-2.33,-0.87,-3.27,-4.73,-7.83,-6.84,-1.85,0,-4.5,-1.66
1-Feb-10,2.72,7.3,5.18,2.41,4.76,2.92,4.29,0.38,-0.43,3.39
1-Mar-10,5.98,9.28,6.52,3.17,6.67,7.88,6.24,3.61,3.1,8.42
1-Apr-10,-0.93,7.2,3.24,3.6,2.17,3.82,2.56,-2.23,2.86,2.16
1-May-10,-5.68,-8.7,-8.31,-10.7,-7.67,-5.91,-5.34,-8.01,-6.31,-8.83
1-Jun-10,-1.94,-10.31,-5.75,-6.41,-6.16,-4.33,-9.02,-1.63,-0.72,-7.66
1-Jul-10,7.37,15.02,9.58,7.74,7.5,9.74,4.62,2.14,6.79,7.49
1-Aug-10,-1.25,-9.48,-5.51,-3.38,-6.46,-2.23,-3.93,-1.66,0.41,-7.55
1-Sep-10,6.2,13.63,10.11,9.64,12.43,7.86,12.08,9.01,3.64,8.84
1-Oct-10,4.35,8.4,5.13,4.38,6.36,4.81,2.43,2,1.86,2.6
1-Nov-10,0.05,7.28,1.48,5.59,-0.81,-1.86,4.18,-3.34,-1.31,0.51
1-Dec-10,4.37,8.54,7.01,9.37,6.05,6.71,3.26,5.41,3.22,9.73
1-Jan-11,-2.35,0.48,2.83,6.93,3.92,0.05,-0.88,-0.71,2.23,1.98
1-Feb-11,4.86,-1.4,3.43,7.65,2.31,7.59,2.27,3.33,2.43,2.67
1-Mar-11,3.05,1.73,1.84,1.91,-1.59,1.77,1.1,2.3,0.91,-0.86
1-Apr-11,4.59,2.22,2.99,1.3,3.11,3.41,4.53,6.38,3.99,1.11
1-May-11,1.93,-3.54,-2.15,-4.56,-1.66,0.77,0.83,1.97,1.3,-2.39
1-Jun-11,-1.01,-1.23,-0.59,-2.49,-2.33,-1.24,-0.89,-1.83,-0.34,-2.06
1-Jul-11,-0.43,-8.91,-4.7,0.51,-0.37,-5.03,-0.67,-3.65,-0.35,-3.76
1-Aug-11,-0.68,-12,-6.09,-10.11,-6.89,-5.45,-2.88,-3.1,0.14,-7.61
1-Sep-11,-4.86,-14.11,-11.03,-12.47,-4.82,-5.94,-3.89,-3.96,-1.63,-10.31
1-Oct-11,6.45,23.2,14.07,16.45,11.89,7.72,9.77,5.53,6.68,13.32
1-Nov-11,1.4,-8.01,1.4,1.66,-1.99,0.05,1.1,1.27,0.99,-1.62
1-Dec-11,1.88,-1.16,-0.8,-0.59,-1.46,3.2,0.87,3.53,2.95,1.07
1-Jan-12,0.44,13.51,6.74,1.39,8.16,2.31,4.05,3.39,-2.71,6.77
1-Feb-12,3.97,6.02,3.83,6.56,6.73,5,3.19,1.23,1.25,3.86
1-Mar-12,3.91,0.92,0.7,-3.26,4.69,2.52,4.61,3.96,1.44,4.76
1-Apr-12,0.82,-6.98,-0.68,-1.71,-2.09,1.62,1,0.62,1.74,-1.71
1-May-12,-2.65,-8.15,-7.79,-10.73,-7.86,-1.05,-3.09,-3.29,-0.93,-7.2
1-Jun-12,3.34,-5.51,1.22,5.85,2.85,7.04,2.11,6.8,3.4,4.76
1-Jul-12,1.37,0.31,0.89,2.74,-0.52,4.07,1.26,1.65,3.73,-0.98
1-Aug-12,0.21,4.11,3.31,2.4,4.53,1.08,2.7,0.97,-3.34,2.78
1-Sep-12,0.88,3.58,1.63,3.58,1.58,4.81,1.97,4.71,2.17,3.8
1-Oct-12,-1.71,5.91,-0.66,-1.79,-6.3,-2.3,-1.01,-1.89,1.05,0.65
1-Nov-12,3.26,3.11,2.64,-1.51,1.89,0.06,1.42,1.5,-3.68,-0.03
1-Dec-12,-2.26,7.3,2.79,1.28,0.23,1.15,-1.09,-0.53,0.14,3.43
1-Jan-13,5.1,3.54,6.03,7.67,2.51,4.96,5.57,8.07,5.08,6.95
1-Feb-13,3.21,0.02,1.29,0.38,0.55,2.21,0.84,1.35,2.16,1.8
1-Mar-13,5.02,4.02,2.61,2.08,2.63,5.77,4.73,6.5,5.64,4.02
1-Apr-13,3.82,3.57,0.83,-1.35,0.52,4.21,2.66,2.58,5.05,0.84
1-May-13,-2.29,9.9,3.38,3.01,4.36,-1.7,2.22,1.63,-6.99,6.04
1-Jun-13,0.07,-0.49,-2,-2.37,-2.83,2.18,-0.06,-1.36,0.79,-1.17
1-Jul-13,2.92,8.98,5.96,5.02,5.98,3.77,5.91,7.87,4.58,5.44
1-Aug-13,-3.91,-1.1,-1.9,-1.88,-0.03,-3.29,-4.22,-3.81,-4.41,-3.64
1-Sep-13,1.94,6.43,5.31,1.91,3.88,4.09,4.5,4.01,1.04,3.8
1-Oct-13,4.75,0.89,4.47,4.77,3.96,5.59,5.08,3.82,3.34,3.78
1-Nov-13,1.3,1.97,2.89,0.93,3.51,0.52,3.64,4.5,-1.8,4.59
1-Dec-13,2.41,1.13,3.05,2.98,4.19,3.7,0.29,0.65,1.79,3.1
1-Jan-14,-5.7,-3.62,-4.24,-7.04,-1.15,-4,-6.46,1.65,2.49,-4.41
1-Feb-14,3.46,7.92,5.36,5.7,5.24,2.77,5.33,6.47,3.07,3.45
1-Mar-14,3.26,-1.01,0.34,2.44,-0.84,0.07,-0.57,-2.56,2.68,2.29
1-Apr-14,1.42,0.27,0.87,5.65,-1.19,0.25,-0.94,-0.3,3.97,-1.62
1-May-14,3.44,0.64,1.26,0.86,3.45,3.97,0.94,1.88,0,1.77
1-Jun-14,1.17,4.38,1.38,4.16,2.98,1.6,1.28,2.86,5.41,2.14
1-Jul-14,-4.31,-4.63,-4.16,-3.6,0.32,0.46,-2.3,-0.34,-6.48,-2.18
1-Aug-14,5.54,5.2,4.77,2.27,4.28,0.52,5.15,5.43,5.39,4.4
1-Sep-14,-0.08,-9.42,-2.37,-8.01,-1.3,-1.71,-1.43,-0.08,-3.4,-1.04
1-Oct-14,2.64,3.86,2.35,-4.44,1.31,1.41,3.03,5.76,6.69,3.27
1-Nov-14,4.79,4.74,2.23,-9.87,4.25,3.04,7.46,2.66,0.29,2.75
1-Dec-14,-2.36,0.58,-0.18,0.41,-1.28,-1.74,1.59,-0.88,1.85,1.13
1-Jan-15,-0.55,-4.19,-3.86,-4.37,-3.29,-4.9,-0.3,1.56,1.18,-6.12
1-Feb-15,5.03,8.08,6.23,4.82,8.28,9.1,5.56,4.31,-4.37,6.86
1-Mar-15,-2.43,-0.4,-2.02,-2.67,-2.45,-2.21,0.7,0.84,-0.28,-0.75
1-Apr-15,0.81,-0.93,-0.63,6.97,1.34,3.4,-2.18,-1.4,0.3,0.51
1-May-15,1.53,1.03,0.98,-5.08,2.05,0.81,0.92,4.88,-0.5,1.75
1-Jun-15,-1.32,-1.5,-1.88,-3.84,-3.51,-0.51,-0.6,0.08,-5.37,-0.35
1-Jul-15,4.79,-2.17,-2.12,-8.99,2.41,1.41,4.78,3.66,2.61,2
1-Aug-15,-4.18,-6.13,-5.58,-3.63,-5.85,-8.42,-5.34,-8.34,-4.01,-6.23
1-Sep-15,-0.62,-3.23,-4.22,-5.85,-1.46,-2.61,-1.81,-7.29,-0.56,-3.11
1-Oct-15,6.64,6.86,9.3,12.34,10.04,8.85,4.52,7.72,2.07,6.5
1-Nov-15,-0.98,1.94,0.49,1.08,1.21,-1.92,0.85,0.72,-3.45,1.17
1-Dec-15,0.79,-4.03,-2.71,-9.7,-2.49,-3.02,0.29,0.38,-2.36,-2.69
1-Jan-16,0.11,-12.53,-5.63,-4.64,-6.2,-0.36,-4.17,-9.4,4.62,-8.24
1-Feb-16,0.58,4.09,3.48,-2.88,-0.95,1.17,0.05,-1.06,1.72,-0.08
1-Mar-16,5,10.76,6.82,10.9,8.42,6.02,5.72,2.92,7.92,7.06
1-Apr-16,0.3,1.46,2.27,9.11,-4.02,0.6,-0.6,3.56,-0.78,2.3
1-May-16,0.72,-1.11,-0.69,-0.92,5.08,0.3,0.99,2.47,2.24,0.91
1-Jun-16,4.68,-5.69,0.85,2.65,-1.9,3.12,0.84,0.14,7.37,-2.71
1-Jul-16,-0.05,8.64,4.05,-2.79,7.81,2.29,3.49,6.01,-0.22,3.56
1-Aug-16,-0.61,0.29,1.53,1.4,1.88,-3.55,-1.44,-3.21,-3.92,3.36
1-Sep-16,-2.51,-1.64,-0.21,2.93,2.39,0.54,-0.68,0.35,1.75,-1.25
1-Oct-16,-0.15,-3.58,-2.61,-2.92,-1.13,-2.83,-3.97,-7.44,-0.61,0.59
1-Nov-16,-3.76,7.6,6.1,9.55,0.57,6.26,4.45,1.38,-2.84,11.27
1-Dec-16,3.53,3.83,0.5,2.18,0.86,4.68,-0.42,0.85,3.64,2.94
1-Jan-17,1.63,2.77,3.43,-4.32,4.7,3.4,1,2.21,1.09,1.02
1-Feb-17,3.73,0.68,4.13,-2.37,4.97,-0.07,2.81,7.1,4.02,3.72
1-Mar-17,0.89,0.05,0.16,-1.2,2.18,0.83,0.8,-0.15,0.32,-1.67
1-Apr-17,0.51,1.72,1.86,-2.84,2.79,-0.12,2.7,1.09,0.36,0.26
1-May-17,3.08,-0.52,1.33,-3.45,4.27,-1.92,1.61,-0.43,2.58,-0.42
1-Jun-17,-0.98,3.51,1.28,-0.21,-2.11,-2.27,-1.9,5.56,-1.89,4.18
1-Jul-17,-0.12,-1.12,2.16,2.11,3.78,5.3,0.06,0.53,2.96,1.44
1-Aug-17,-1.71,-0.16,0.17,-5.17,3.04,-2.56,-1.66,1.79,2.15,-0.4
1-Sep-17,-0.33,5.29,4.21,11.14,0.58,-1.68,2.5,1.5,-1.93,4.31
1-Oct-17,0.1,1.2,2.85,0.29,6.86,-5.74,2.69,-2.24,3.05,2.03
1-Nov-17,4.1,-0.6,3.5,2.96,1.04,3.72,8,2.36,2.38,3.73
1-Dec-17,2.01,-0.83,2.28,5.07,-0.22,4.59,2.44,-0.23,-4.96,1.43
1-Jan-18,1.91,2.54,4.21,2.82,7.58,3.18,9.4,6.38,-2.77,5.93
1-Feb-18,-6.21,-6.02,-3.96,-10.88,-0.04,-7.32,-4.73,-3.9,-4.55,-3.32
1-Mar-18,-1.07,-5.59,-2.14,2.99,-3.29,-2.52,-2.54,-2,3.14,-2.67
1-Apr-18,-3.96,-0.13,-3.36,10.14,-0.14,-2.42,3.9,-0.28,2.79,0.44
1-May-18,-0.51,2.95,2.57,3.49,6.92,-0.93,0.85,2.43,0.25,1.21
1-Jun-18,4.53,0.79,-0.95,0.56,-0.34,6.23,3.03,1.52,2.59,-1
1-Jul-18,2.8,-1.42,5.16,1.05,2.27,2.7,3.15,6.08,1.73,4.03
1-Aug-18,-1.07,-0.52,-0.23,-2.85,7.32,2.94,8.04,4.47,0.86,2.44
1-Sep-18,0.71,-3.67,1.38,3.46,-0.26,1.75,0.58,1.99,-0.55,-1.19
1-Oct-18,-0.24,-3.21,-10.01,-12.06,-8.78,-0.53,-8.71,-8.84,-0.08,-6.62
1-Nov-18,0.46,5.25,4.65,-2.39,-1.63,2.53,2.45,6.3,3.24,3.06
1-Dec-18,-11.23,-11.4,-8.7,-13.15,-8.13,-8.86,-9.05,-8.41,-4.81,-10.63
1-Jan-19,7.3,10.47,9.74,10.46,9.58,5.69,8.2,5.01,5.45,9.2
1-Feb-19,1.42,3.91,5.27,2.46,5.56,3.32,0.85,3.05,3.6,2.76
1-Mar-19,3.68,-5.22,-0.77,2,3.72,0.3,3.39,0.62,3.33,-1.24
1-Apr-19,3.19,3.55,4.03,0.17,6.03,6.34,4.6,-3.05,0.99,6.62
1-May-19,-5.54,-12.02,-9.16,-11.86,-8.52,-3.05,-6.1,-3.46,-1.53,-6.21
1-Jun-19,4.93,12.82,8.19,8.84,7.87,5.03,7.18,7.26,3.62,6.75
1-Jul-19,1.73,1.16,0.8,-2.67,3.64,1.86,0.89,-1.84,-0.92,1.61
1-Aug-19,-1.33,-4.22,-1.74,-8.84,-2.79,0.43,0.07,-0.37,3.51,-4.39
1-Sep-19,1.85,3.25,3.99,3.69,0.93,1.3,0.76,-0.7,3.92,2.03
1-Oct-19,-0.02,7.14,0.05,-2.05,3.28,2.23,0.69,4.43,-1.4,3
1-Nov-19,2.19,2.8,3.36,1.23,5.08,1.76,2.18,5.37,-2.1,4.94
1-Dec-19,3.53,5.15,1.47,6.3,3.67,1.23,1.41,3.37,3.99,2.37
1-Jan-20,-0.38,5.92,-3.09,-11.97,3.27,-2.09,0.87,-1.78,4.92,-1.29
1-Feb-20,-8.73,-7.34,-8.55,-15.33,-6.85,-5.95,-6.76,-5.64,-9.88,-9.8
1-Mar-20,-11.49,-22.7,-16.86,-34.61,-9.82,-13.39,-7.58,-5.33,-13.02,-18.9
1-Apr-20,8.01,25.75,11.04,32.33,15.18,9.64,18.02,13.09,4.98,10.42
1-May-20,3.3,7.3,5.96,0.55,8.33,4.86,4.38,3.97,4.57,4.05
1-Jun-20,-0.03,14.2,2.56,-0.37,6,-2.44,4.21,-1.76,-5.04,0
1-Jul-20,5.85,18.73,4.48,-4.77,6.9,5.09,9.53,4.44,6.37,3.62
1-Aug-20,4.43,40.86,6.27,-1.14,10.6,5.45,8.13,2.77,-2.25,7.2
1-Sep-20,-2.06,-9.02,-0.01,-14.94,-5.18,-2.2,-3.83,-1.51,-0.27,-2.92
1-Oct-20,-2.61,-3.17,-0.77,-4.53,-1.88,-3.9,-2.53,-4.29,4.49,-2.03
1-Nov-20,10.02,33.99,13.87,28.6,11.02,14.44,8.39,9.63,2.63,15.69
1-Dec-20,4.9,15.43,2.53,5.75,5,5.29,1.49,4.72,0.63,5.21
