Date,Thailand,Chile,Brazil,Argentina,Russia,Turkey,Portugal,Finland,South Africa,Indonesia,Venezuela
7/1/2019,1711.97,4972.36,101812.1,42057.77,2739.5,1020.82,5010.9,3909.02,50798.7,6390.5,7032.68
8/1/2019,1654.92,4804.37,101134.6,24608.56,2740.04,967.18,4887.63,3848.88,49320.23,6328.47,6844.68
9/1/2019,1637.22,5059.04,104745.3,29066.96,2747.18,1050.33,4973.76,4040.16,48813.59,6169.1,5535.06
10/1/2019,1601.49,4744.13,107219.8,34995.2,2893.98,984.69,5119.62,4092.37,50168.48,6228.32,5495.94
11/1/2019,1590.59,4538.8,108233.3,34500.21,2935.37,1069.04,5127.43,4059.93,49093.16,6011.83,5797.94
12/1/2019,1579.84,4669.85,115645.3,41671.41,3045.87,1144.25,5214.14,4221.98,50816.05,6299.54,5246.15
1/1/2020,1514.14,4572.06,113760.6,40105.04,3076.65,1191.4,5252.03,4300.08,50072.61,5940.05,5418.01
2/1/2020,1340.52,4122.63,104171.6,34973.18,2785.08,1059.94,4765.73,4026.23,45851.76,5452.7,5158.26
3/1/2020,1125.86,3487.49,73019.8,24384.24,2508.81,896.44,4069.55,3382.46,40738.57,4538.93,5633.21
4/1/2020,1301.66,3977.56,80505.9,32742.84,2650.56,1011.1,4284.18,3739.21,46348.26,4716.4,5817.79
5/1/2020,1342.85,3647.6,87402.6,37824.73,2734.83,1055.2,4330.67,3957.99,46544.79,4753.61,4287.31
6/1/2020,1339.03,3959.02,95055.8,38686.69,2743.2,1165.25,4390.25,3927.39,50174.95,4905.39,4952.58
7/1/2020,1328.53,4017.08,102912.2,49253.62,2911.57,1126.9,4295.82,4078.96,51368.82,5149.63,5367.41
8/1/2020,1310.66,3767.15,99369.2,46835.42,2966.2,1078.61,4301.08,4308.8,51225.46,5238.49,5534.95
9/1/2020,1237.04,3637.3,94603.4,41260.86,2905.81,1145.24,4067.02,4280.97,50042.44,4870.04,5514.76
10/1/2020,1194.95,3539.92,93952.4,45290.02,2690.59,1112.37,3945.12,4057,47472.92,5128.23,4133.89
11/1/2020,1408.31,4032.87,108893.3,54572.54,3107.58,1283.58,4604.72,4564.66,52375.5,5612.42,3810.67
12/1/2020,1449.35,4177.22,119017.2,51226.49,3289.02,1476.72,4898.36,4586.15,54379.58,5979.07,4185.18
