Date,Australia,Nethelands,Germany,Canada,Hong_Kong,France ,Belgium,US,Japan ,Spain,Sweden ,UK,Italy,Singapore
1/1/2000,3080.20,612.38,6835.60,8481.11,15532339844.00,5659810059.00,2806290039.00,1394459961.00,19539.70,10835.10,1220.23,6268.50,112.52,3958.79
2/1/2000,3124.60,664.28,7644.55,9128.99,17169439453.00,6190959961.00,2746080078.00,1366420044.00,19959.52,12585.80,1433.08,6232.56,109.75,3844.90
3/1/2000,3133.30,662.29,7599.39,9462.39,17406539063.00,6286049805.00,2777840088.00,1498579956.00,20337.32,11935.00,1383.66,6540.22,108.78,3907.83
4/1/2000,3115.80,661.38,7414.68,9347.61,15519299805.00,6419720215.00,2813280029.00,1452430054.00,17973.70,11467.90,1429.61,6327.43,103.99,3709.37
5/1/2000,3081.00,655.50,7109.67,9251.99,14713860352.00,6426259766.00,2849429932.00,1420599976.00,16332.45,10688.50,1377.15,6359.35,101.37,3666.83
6/1/2000,3311.20,672.14,6898.21,10195.45,16155780273.00,6446540039.00,2953280029.00,1454599976.00,17411.05,10581.30,1315.10,6312.71,102.74,3941.87
7/1/2000,3251.10,668.18,7190.37,10406.31,16840980469.00,6542490234.00,3068610107.00,1430829956.00,15727.49,10531.60,1320.12,6365.26,104.61,3999.34
8/1/2000,3297.80,689.52,7216.45,11247.91,17097509766.00,6625419922.00,3132520020.00,1517680054.00,16861.26,10884.70,1336.87,6672.66,95.61,3626.32
9/1/2000,3298.80,661.52,6798.12,10377.92,15648980469.00,6266629883.00,3056010010.00,1436510010.00,15747.26,10950.00,1218.17,6294.20,106.11,4046.91
10/1/2000,3254.60,680.56,7077.44,9639.57,14895339844.00,6397660156.00,3110110107.00,1429400024.00,14539.60,10363.10,1179.31,6438.40,104.19,3818.45
11/1/2000,3274.60,649.92,6372.33,8819.92,13984389648.00,5928080078.00,2988580078.00,1314949951.00,14648.51,9214.50,1095.43,6142.20,102.35,3794.06
12/1/2000,3206.20,637.60,6433.61,8933.68,15095530273.00,5926419922.00,3024489990.00,1320280029.00,13785.69,9109.80,1056.11,6222.50,98.47,3802.55
1/1/2001,3341.70,639.98,6795.14,9321.87,16102349609.00,5998490234.00,2968610107.00,1366010010.00,13843.55,10116.00,1112.58,6297.53,91.38,3598.65
2/1/2001,3326.50,597.33,6208.24,8078.72,14787870117.00,5367479980.00,2999600098.00,1239939941.00,12883.54,9551.40,975.65,5917.88,94.80,3641.25
3/1/2001,3147.20,558.36,5829.95,7608.00,12760639648.00,5180450195.00,2838409912.00,1160329956.00,12999.70,9308.30,831.77,5633.73,94.09,3539.11
4/1/2001,3329.40,593.09,6264.51,7946.63,13386040039.00,5640029785.00,2842129883.00,1249459961.00,13934.32,9761.00,934.49,5966.95,104.39,3873.85
5/1/2001,3379.10,585.15,6123.26,8161.87,13174410156.00,5454189941.00,2786159912.00,1255819946.00,13262.14,9500.70,926.68,5796.15,101.90,3798.38
6/1/2001,3490.30,573.50,6058.38,7736.35,13042530273.00,5225330078.00,2885030029.00,1224380005.00,12969.05,8878.40,879.73,5642.50,112.63,3904.86
7/1/2001,3324.50,548.72,5861.19,7689.69,12316690430.00,5085509766.00,2928979980.00,1211229980.00,11860.77,8480.00,868.86,5529.05,109.25,3861.54
8/1/2001,3275.60,523.63,5188.17,7399.22,11090480469.00,4689339844.00,2893110107.00,1133579956.00,10713.51,8321.10,793.64,5344.97,109.85,4172.21
9/1/2001,3049.50,453.87,4308.15,6838.56,9950700195.00,4079020020.00,2642550049.00,1040939941.00,9774.68,7314.00,703.22,4903.39,126.14,4493.56
10/1/2001,3249.60,460.33,4559.13,6885.70,10073969727.00,4341290039.00,2605300049.00,1059780029.00,10366.34,7774.30,741.92,5039.71,119.73,4257.68
11/1/2001,3337.40,492.67,4989.91,7425.65,11279250000.00,4476060059.00,2633820068.00,1139449951.00,10697.44,8364.70,835.06,5203.55,119.56,4321.39
12/1/2001,3422.30,506.78,5160.10,7688.41,11397209961.00,4624580078.00,2782010010.00,1148079956.00,10542.62,8397.60,846.49,5217.35,126.88,4410.46
1/1/2002,3464.20,500.92,5107.61,7648.49,10725299805.00,4461870117.00,2764209961.00,1130199951.00,9997.80,8050.40,782.02,5164.78,113.84,4149.05
2/1/2002,3414.30,494.91,5039.08,7637.50,10482549805.00,4462990234.00,2748689941.00,1106729980.00,10587.83,8135.50,783.64,5100.96,115.50,4126.33
3/1/2002,3414.80,531.21,5397.29,7851.47,11032919922.00,4688020020.00,2769189941.00,1147390015.00,11024.94,8249.70,798.61,5271.76,114.80,3978.15
4/1/2002,3350.00,511.28,5041.20,7663.39,11497580078.00,4462740234.00,2811120117.00,1076920044.00,11492.54,8154.40,714.34,5165.58,116.63,3789.63
5/1/2002,3373.60,484.55,4818.30,7656.13,11301940430.00,4274640137.00,2727419922.00,1067140015.00,11763.70,7949.90,659.89,5085.07,112.56,3842.80
6/1/2002,3216.00,439.66,4382.56,7145.61,10598549805.00,3897989990.00,2535739990.00,989820007.00,10621.84,6913.00,607.90,4656.36,110.66,3918.45
7/1/2002,3086.20,363.59,3700.14,6605.42,10267360352.00,3415379883.00,2255800049.00,911619995.00,9877.94,6249.30,541.32,4246.21,103.00,3729.07
8/1/2002,3120.10,371.59,3712.94,6611.95,10043870117.00,3366209961.00,2246310059.00,916070007.00,9619.30,6435.70,525.83,4227.28,101.84,3686.66
9/1/2002,2970.90,296.36,2769.03,6180.42,9072209961.00,2777449951.00,1869089966.00,815280029.00,9383.29,5431.70,445.65,3721.75,97.86,3583.73
10/1/2002,3042.90,342.84,3152.85,6248.79,9441250000.00,3150040039.00,1972229980.00,885760010.00,8640.48,6139.40,511.32,4039.66,95.83,3588.77
11/1/2002,3061.40,361.99,3320.32,6570.42,10069870117.00,3326649902.00,2074389893.00,936309998.00,9215.56,6685.60,575.24,4169.41,87.55,3510.88
12/1/2002,3007.10,322.73,2892.63,6614.54,9321290039.00,3063909912.00,2025040039.00,879820007.00,8578.95,6036.90,493.20,3940.36,87.83,3431.94
1/1/2003,2956.90,294.94,2747.83,6569.49,9258950195.00,2937879883.00,1882530029.00,855700012.00,8339.94,5947.70,477.80,3567.41,89.59,3170.32
2/1/2003,2800.90,266.21,2547.05,6555.12,9122660156.00,2754070068.00,1671959961.00,841150024.00,8363.04,5999.40,469.97,3655.58,79.14,3236.57
3/1/2003,2885.20,248.54,2423.87,6343.29,8634450195.00,2618459961.00,1635219971.00,848179993.00,7972.71,5870.50,457.78,3613.28,82.61,3169.58
4/1/2003,3007.50,282.63,2942.04,6586.07,8717219727.00,2953669922.00,1871839966.00,916919983.00,7831.42,6489.50,521.92,3925.97,81.66,3306.41
5/1/2003,3011.00,280.57,2982.68,6859.80,9487379883.00,2991750000.00,1925640015.00,963590027.00,8424.51,6508.50,514.46,4048.14,83.89,3254.44
6/1/2003,3026.90,291.55,3220.58,6983.14,9577120117.00,3084100098.00,1939770020.00,974500000.00,9083.11,6862.00,531.46,4031.17,83.54,3372.44
7/1/2003,3122.30,317.49,3487.86,7257.92,10134830078.00,3210270020.00,2023260010.00,990309998.00,9563.21,7061.70,571.01,4157.02,80.22,3369.72
8/1/2003,3199.70,329.41,3484.58,7510.32,10908990234.00,3311419922.00,2043839966.00,1008010010.00,10343.55,7111.30,586.43,4161.06,89.32,3228.76
9/1/2003,3169.50,306.78,3256.78,7421.13,11229870117.00,3134989990.00,2051830078.00,995969971.00,10219.05,6703.60,567.02,4091.31,94.45,3397.71
10/1/2003,3272.00,330.22,3655.99,7772.70,12190099609.00,3373199951.00,2160669922.00,1050709961.00,10559.59,7129.50,617.57,4287.59,92.04,3410.18
11/1/2003,3186.40,332.19,3745.95,7859.39,12317469727.00,3424790039.00,2168320068.00,1058199951.00,10100.57,7252.50,614.52,4342.60,85.03,3054.14
12/1/2003,3299.80,337.65,3965.16,8220.89,12575940430.00,3557899902.00,2244179932.00,1111920044.00,10676.64,7737.20,636.29,4476.87,89.62,2957.53
1/1/2004,3272.00,353.31,4058.60,8521.39,13289370117.00,3638439941.00,2383760010.00,1131130005.00,10783.61,7929.90,673.91,4390.68,103.48,3253.59
2/1/2004,3360.60,356.59,4018.16,8788.49,13907030273.00,3725439941.00,2483159912.00,1144939941.00,11041.92,8249.40,698.18,4492.21,107.12,3244.15
3/1/2004,3415.30,338.87,3856.70,8585.93,12681669922.00,3625229980.00,2380350098.00,1126209961.00,11715.39,8018.10,690.28,4385.67,110.94,3434.66
4/1/2004,3400.80,341.41,3985.21,8243.97,11942959961.00,3674280029.00,2439610107.00,1107300049.00,11761.79,8109.50,685.59,4489.69,106.04,3141.85
5/1/2004,3460.20,337.19,3921.41,8417.32,12198240234.00,3669629883.00,2415429932.00,1120680054.00,11236.37,7959.30,673.95,4430.69,109.46,3288.77
6/1/2004,3532.90,345.13,4052.73,8545.58,12285750000.00,3732989990.00,2470659912.00,1140839966.00,11858.87,8078.30,698.13,4464.07,115.71,3745.32
7/1/2004,3536.10,329.91,3895.61,8458.07,12238030273.00,3647100098.00,2465129883.00,1101719971.00,11325.78,7919.30,683.30,4413.08,111.12,3962.26
8/1/2004,3552.70,323.12,3785.21,8377.03,12850280273.00,3594280029.00,2558080078.00,1104239990.00,11081.79,7869.50,685.03,4459.32,114.52,4015.63
9/1/2004,3665.00,323.94,3892.90,8668.29,13120030273.00,3640610107.00,2693209961.00,1114579956.00,10823.57,8029.20,705.76,4570.77,114.99,4255.22
10/1/2004,3778.60,330.48,3960.25,8870.97,13054660156.00,3706820068.00,2785449951.00,1130199951.00,10771.42,8418.30,702.55,4624.21,110.38,4023.31
11/1/2004,3931.30,337.15,4126.00,9030.05,14060049805.00,3753750000.00,2850949951.00,1173819946.00,10899.25,8693.00,743.34,4703.18,111.88,4015.78
12/1/2004,4050.60,348.08,4256.08,9246.65,14230139648.00,3821159912.00,2932620117.00,1211920044.00,11488.76,9080.80,741.88,4814.30,103.55,4019.56
1/1/2005,4107.30,360.42,4254.85,9204.05,13721690430.00,3913689941.00,2997600098.00,1181270020.00,11387.59,9223.90,741.50,4852.31,103.39,4109.69
2/1/2005,4172.80,374.37,4350.49,9668.32,14195349609.00,4027159912.00,3106540039.00,1203599976.00,11740.60,9391.00,769.97,4968.50,112.34,4145.44
3/1/2005,4109.80,369.56,4348.77,9612.38,13516879883.00,4067780029.00,3125669922.00,1180589966.00,11668.95,9258.80,770.39,4894.37,112.02,4098.14
4/1/2005,3983.20,348.20,4184.84,9369.30,13908969727.00,3911709961.00,3039709961.00,1156849976.00,11008.90,9001.60,749.54,4801.68,118.95,4151.65
5/1/2005,4106.40,364.68,4460.63,9607.30,13867070313.00,4120729980.00,3051669922.00,1191500000.00,11276.59,9427.10,792.39,4963.97,120.98,4328.37
6/1/2005,4277.50,383.83,4586.28,9902.77,14201059570.00,4229350098.00,3112830078.00,1191329956.00,11584.01,9783.20,822.49,5113.16,123.24,4425.44
7/1/2005,4388.80,395.77,4886.50,10422.93,14880980469.00,4451740234.00,3228010010.00,1234180054.00,11899.60,10115.60,863.84,5282.30,130.36,4254.96
8/1/2005,4446.80,389.60,4829.69,10668.94,14903549805.00,4399359863.00,3223979980.00,1220329956.00,12413.60,10008.90,849.51,5296.92,130.89,4263.94
9/1/2005,4641.20,402.99,5044.12,11011.83,15428519531.00,4600020020.00,3328800049.00,1228810059.00,13574.30,10813.90,896.29,5477.71,134.18,4207.96
10/1/2005,4459.70,394.16,4929.07,10383.32,14386370117.00,4436450195.00,3264260010.00,1207010010.00,13606.50,10493.80,882.63,5317.28,132.17,4087.86
11/1/2005,4634.80,418.79,5193.40,10824.14,14937139648.00,4567410156.00,3394139893.00,1249479980.00,14872.15,10557.80,911.16,5423.17,124.51,3985.51
12/1/2005,4763.40,436.78,5408.26,11272.26,14876429688.00,4715229980.00,3549250000.00,1248290039.00,16111.43,10733.90,960.01,5618.76,116.04,3857.93
1/1/2006,4929.60,450.50,5674.15,11945.64,15753139648.00,4947990234.00,3744629883.00,1280079956.00,16649.82,11104.30,961.98,5760.26,115.58,4132.57
2/1/2006,4921.30,458.72,5796.04,11688.34,15918480469.00,5000450195.00,3839250000.00,1280660034.00,16205.43,11740.70,995.01,5791.54,114.70,4200.09
3/1/2006,5129.70,468.69,5970.08,12110.61,15805040039.00,5220850098.00,3912280029.00,1294869995.00,17059.66,11854.30,1059.94,5964.57,116.96,4266.95
4/1/2006,5258.80,469.40,6009.89,12204.17,16661300781.00,5188399902.00,3911060059.00,1310609985.00,16906.23,11892.50,1036.87,6023.14,104.37,4122.33
5/1/2006,5001.70,440.41,5692.86,11744.52,15857889648.00,4930180176.00,3675800049.00,1270089966.00,15467.33,11340.50,948.05,5723.81,97.64,3864.29
